code_commune;nb_menages_fiscaux;nb_personnes;revenu_median_declare
03018;283;664;20890
03019;764;1654;20040
03020;134;284;19590
03021;113;235;20470
03022;496;978;17500
03023;4173;8549;22060
03024;121;265;15830
03025;600;1367;20370
03026;319;765;22410
03027;428;932;17650
03028;159;360;19370
03029;371;798;21680
03030;375;901;21240
03031;125;279;19640
03032;100;233;18490
03033;73;182;20860
03034;227;507;18660
03035;87;204;14710
03036;1131;2257;20110
03037;108;258;17780
03038;235;504;22510
03039;168;387;19790
03040;483;1170;25030
03041;172;338;18220
03042;249;538;17580
03043;535;1183;19320
03044;654;1570;22420
03045;388;878;21370
03046;499;990;16740
03047;191;407;20570
03048;594;1129;18140
03049;170;420;21440
03050;83;154;13020
03051;142;293;18490
03052;460;1091;21850
03053;511;974;19380
03054;97;217;22580
03055;430;946;20960
03056;176;416;20370
03057;96;195;18810
03058;92;201;18230
03059;164;393;20410
03060;410;992;22460
03061;163;384;21870
03062;184;379;23160
03063;437;1043;20420
03064;87;161;18090
03065;248;557;19900
03066;173;323;16920
03067;58;118;20400
03068;56;96;18320
03069;141;303;18830
03070;56;137;20440
03071;123;256;17090
03072;200;480;19880
03073;270;623;21800
03074;299;634;20070
03075;74;143;22190
03076;99;241;22400
03077;57;135;16020
03078;132;237;18890
03079;137;278;19870
03080;283;723;21340
03081;142;332;19310
03082;3122;5925;18890
03083;264;599;21550
03084;1033;1981;19300
03085;274;695;24020
03086;145;315;19620
03087;259;501;17190
03088;135;315;16660
03089;65;135;20190
03090;126;307;17380
03091;184;443;21140
03092;285;656;19890
03093;510;1251;22940
03094;1482;3360;24480
03095;6230;12359;19060
03096;NULL;NULL;NULL
03097;158;363;22320
03098;2152;4324;20720
03099;177;362;18650
03100;634;1342;20120
03101;4073;8586;21690
03102;1438;2922;19090
03103;467;907;16590
03104;544;1130;19980
03105;170;357;19620
03254;2443;4721;19250
03255;76;151;19190
03256;89;200;18220
03257;370;811;20020
03258;761;1808;22840
03259;159;318;18530
03260;94;199;15820
03261;86;182;22400
03262;923;2126;23480
03263;82;162;21340
03264;1269;2670;19730
03265;307;633;18230
03266;119;261;19780
03267;311;687;21720
03268;174;406;20980
03269;NULL;NULL;NULL
03270;49;130;20670
03271;368;866;24720
03272;122;276;17640
03273;197;470;22460
03274;135;299;16970
03275;786;1620;19950
03276;55;103;20430
03277;109;236;19860
03278;87;210;22560
03279;241;545;19770
03280;92;204;17990
03281;189;366;19250
03282;173;352;17540
03283;465;1086;19720
03284;137;291;18690
03285;84;201;20900
03286;511;1187;23460
03287;162;348;18920
03288;198;420;17320
03289;233;503;18530
03290;665;1622;23940
03291;185;389;18910
03292;375;814;19870
03293;164;306;18930
03294;85;176;22500
03295;NULL;NULL;NULL
03296;177;332;16950
03297;747;1477;18870
03298;1754;3397;18540
03299;99;218;15880
03300;221;484;17710
03301;484;1181;21420
03302;NULL;NULL;NULL
03303;101;254;19740
03304;994;2291;24080
03305;264;598;21700
03306;782;1902;24880
03307;115;235;22040
03308;70;151;17140
03309;234;435;16980
03310;14707;24014;18350
03311;145;308;22010
03312;109;255;17400
03313;117;238;19650
03314;549;1381;24540
03315;559;1198;19740
03316;428;1005;19650
03317;150;282;17130
03319;211;479;19570
03320;358;704;17680
03321;5920;12419;22440
04001;520;1225;23990
04004;234;446;19640
04005;NULL;NULL;NULL
04006;343;577;20210
04007;NULL;NULL;NULL
04008;505;993;19170
04009;NULL;NULL;NULL
04012;NULL;NULL;NULL
04013;249;564;23180
04016;NULL;NULL;NULL
04017;NULL;NULL;NULL
04018;349;662;18200
04019;1387;2419;18950
04020;49;103;15130
04021;61;135;20350
04022;200;419;15900
04023;88;168;18770
04024;62;131;18080
04025;195;401;20880
04026;87;159;19150
04027;95;221;23800
04028;58;100;17310
04030;NULL;NULL;NULL
04031;258;519;20480
04032;74;130;21270
04033;311;732;18780
04034;421;992;18870
04035;113;239;21370
04036;427;943;23140
04037;NULL;NULL;NULL
04039;672;1360;19050
04040;NULL;NULL;NULL
04041;121;265;19690
04042;67;126;21950
04043;NULL;NULL;NULL
04045;537;1101;18690
04046;286;644;22760
04047;307;691;22840
04049;2518;5058;19340
04050;NULL;NULL;NULL
04051;NULL;NULL;NULL
04053;230;515;23490
04054;NULL;NULL;NULL
04055;74;171;18530
04057;76;160;15100
04058;107;273;19910
04059;112;226;18940
04061;198;362;20240
04062;75;148;17760
04063;488;1163;23680
04065;302;571;19890
04066;221;550;21730
04067;NULL;NULL;NULL
04068;337;704;24280
04069;NULL;NULL;NULL
04070;8117;15521;20080
04072;NULL;NULL;NULL
04073;218;379;21610
04074;54;103;17290
04075;180;396;25650
04076;360;682;19390
04077;68;157;19430
04079;620;1345;21800
04081;181;320;20650
04084;234;467;21360
04085;NULL;NULL;NULL
04086;147;305;23730
04087;61;123;21690
04088;2168;4313;19420
04090;97;191;16860
04091;NULL;NULL;NULL
04092;NULL;NULL;NULL
04093;NULL;NULL;NULL
04094;1414;2671;20980
04095;NULL;NULL;NULL
04096;502;1044;19870
04097;179;379;19990
04099;56;98;17650
04101;66;109;17200
04102;106;197;15870
04104;119;234;17180
04106;170;306;23480
04107;NULL;NULL;NULL
04108;789;1783;19440
04109;133;286;23490
04110;474;1036;22860
04111;545;1072;20020
04112;10047;20916;19800
04113;231;482;23610
02587;153;373;21000
02588;NULL;NULL;NULL
02589;104;265;22100
02590;74;172;20160
02591;58;141;18190
02592;87;205;20200
02593;464;1114;24040
02594;50;146;24570
02595;57;135;27300
02596;313;784;21530
02598;280;691;23990
02599;106;237;21320
02600;148;345;20140
02601;65;168;21650
02602;736;1674;18910
02604;NULL;NULL;NULL
02605;80;204;20400
02606;NULL;NULL;NULL
02607;36;100;21360
02608;205;434;17580
02609;NULL;NULL;NULL
02610;307;731;22700
02612;47;106;19190
02613;235;611;22400
02614;99;257;20970
02615;135;370;25450
02616;80;193;20670
02617;194;472;20600
02618;286;695;19600
02619;205;430;23150
02620;132;296;19670
02621;168;403;27460
02622;NULL;NULL;NULL
02623;NULL;NULL;NULL
02624;112;222;20980
02625;57;139;18890
06161;8132;16401;26310
06162;291;508;18050
06163;779;1383;20080
07001;173;382;22810
07002;223;539;20690
07003;75;158;17690
07004;NULL;NULL;NULL
07005;621;1365;21950
07006;82;154;14860
07007;436;1006;19360
07008;583;1403;22860
07009;562;1202;19780
07010;8117;16620;18120
07011;416;785;18570
07012;167;352;17310
07013;499;1269;22080
07014;171;354;17960
07015;232;589;19870
07017;330;695;21390
07018;NULL;NULL;NULL
07019;5613;10667;17670
07020;191;463;21230
07022;498;1181;21060
07023;174;327;22810
07024;333;619;20050
07025;105;204;16850
07026;117;234;14530
07027;729;1613;21220
07028;227;488;18060
07029;120;234;13110
07030;98;200;18690
07031;349;726;19060
07032;71;151;18390
07033;100;203;18250
07034;105;236;23550
07035;303;686;18950
07036;182;484;23520
07037;63;131;16160
07038;NULL;NULL;NULL
07039;118;259;19580
07040;126;253;19640
07041;1017;2301;22450
07042;3158;6854;18940
07044;110;281;22180
07045;234;421;17380
07047;NULL;NULL;NULL
07048;173;321;17710
07049;NULL;NULL;NULL
07050;374;754;19640
07051;263;646;21730
07052;268;681;20420
07053;213;424;18690
07054;109;236;19440
07055;1226;2995;23170
07056;347;926;23690
07058;420;823;20740
07059;102;253;25370
07060;114;281;18500
07061;209;407;21300
07062;60;133;17070
07063;158;416;19200
07064;1412;2747;20430
07065;119;259;18370
07066;1344;2926;22640
07067;117;306;23590
07068;259;556;19320
07069;276;649;19240
07070;991;2389;23310
07071;315;629;18240
07072;712;1584;24200
07073;249;520;19740
07074;71;136;22380
07075;60;112;13720
07076;1174;2791;21390
07077;102;221;17760
07078;1430;3111;22950
07079;521;1087;17830
07080;127;273;18800
07081;NULL;NULL;NULL
07082;101;180;18870
07083;200;401;21070
07084;420;1053;21080
07085;271;610;17380
07086;372;937;20370
07087;175;386;20300
07088;60;106;15980
07089;759;1840;24360
07090;546;1161;21290
07091;137;303;23420
07092;NULL;NULL;NULL
07093;129;249;15810
07094;65;147;21080
07095;211;458;17600
07096;196;351;17820
07097;277;701;22810
07098;NULL;NULL;NULL
07099;240;531;21040
07100;225;431;19140
07101;400;822;18370
07102;5652;11039;23290
07103;148;295;18580
07104;NULL;NULL;NULL
07105;52;106;15860
07106;70;121;17790
07107;528;1016;19120
07108;53;125;21020
07109;147;293;18420
07110;837;1589;18180
07111;87;169;19900
07112;113;245;18410
07113;128;252;21180
07114;105;221;15780
07115;321;651;23750
07116;663;1221;16680
07117;940;1955;19830
07118;69;134;16450
01349;213;571;25560
01350;1107;2521;23310
01351;615;1663;21920
01352;230;547;20830
01353;638;1737;27360
01354;4863;11618;28790
01355;209;521;22670
01356;84;210;23730
01357;195;456;21290
01358;182;433;22550
01359;99;256;25880
01360;724;1799;40730
01361;719;1841;27620
04201;58;105;18180
04202;61;117;17990
04203;208;423;19150
04204;74;131;19810
04205;678;1310;19540
04206;178;366;20040
04207;NULL;NULL;NULL
04208;265;528;19810
04209;3530;6957;19560
04210;50;91;16250
04211;81;167;18680
04214;60;118;18060
04216;102;215;20500
04217;289;591;19630
04218;110;223;16930
04219;135;257;17390
04220;182;404;19840
04222;122;235;21250
04224;NULL;NULL;NULL
04226;275;558;22130
04227;131;239;18230
04228;NULL;NULL;NULL
04229;114;226;20170
04230;1417;2891;21020
04231;108;225;20420
04233;114;253;17710
04234;106;219;19170
04235;NULL;NULL;NULL
04236;NULL;NULL;NULL
04237;63;124;19410
04240;126;237;18730
04241;71;152;22020
04242;1631;3937;21900
04244;777;1533;22060
04245;1319;2788;22060
05001;177;340;18420
05003;150;287;21090
05004;458;944;22420
05006;985;2205;19370
05007;182;335;18810
05008;151;313;18800
05009;50;85;20930
05010;381;772;18850
05011;174;401;20690
05012;272;575;20910
05013;76;141;20750
05014;104;185;16730
05016;131;272;20180
05017;1011;2416;21510
05018;137;332;27630
05019;78;142;19240
05021;76;136;18980
05022;87;167;16710
05023;5609;11131;20320
05024;91;160;20360
05025;80;171;20370
05026;134;266;22770
05027;89;194;18420
05028;70;163;16190
05029;391;838;21340
05031;88;181;20240
05032;61;124;19790
05033;NULL;NULL;NULL
05035;NULL;NULL;NULL
05036;545;1247;20320
05037;209;508;26290
05038;148;320;20800
05039;312;662;19260
05040;1386;2923;21840
05044;57;111;19210
05045;473;1077;20850
05046;3294;6028;20410
05047;NULL;NULL;NULL
05048;99;188;16740
05049;NULL;NULL;NULL
05050;321;693;17870
05051;NULL;NULL;NULL
05052;362;778;21740
05053;259;499;20810
05054;172;350;18110
05055;135;273;17480
05056;127;302;18070
05057;111;256;26530
05058;91;200;19890
05059;356;907;23770
05060;73;161;23980
05061;18744;37487;21120
05062;78;157;21090
05063;229;472;18710
05064;NULL;NULL;NULL
05065;1226;2419;19920
05066;NULL;NULL;NULL
05068;184;444;20280
05070;1599;3047;19300
05071;153;367;22970
05072;135;260;20480
05073;152;320;23710
05074;82;184;21130
05075;214;496;21840
05076;NULL;NULL;NULL
05077;144;266;21500
05078;106;237;17990
05079;487;945;20780
05080;NULL;NULL;NULL
05081;NULL;NULL;NULL
05082;74;146;17440
05084;183;425;22210
05085;222;461;21580
05086;NULL;NULL;NULL
05087;252;545;20650
05089;NULL;NULL;NULL
05090;97;201;20020
05091;NULL;NULL;NULL
05092;322;772;26000
05093;157;365;18430
05094;NULL;NULL;NULL
05095;130;268;19090
05096;353;652;21680
05097;155;300;19990
05098;228;424;21880
05099;NULL;NULL;NULL
05100;329;803;24980
05101;640;1250;19430
05102;NULL;NULL;NULL
05103;348;751;20580
05104;149;326;21050
05106;149;306;25270
05107;208;492;22460
05108;73;173;19970
05109;225;504;22720
05110;138;277;19820
05111;128;270;22410
05112;NULL;NULL;NULL
05113;157;383;24160
05114;109;193;21200
05115;207;427;17730
05116;93;200;20710
05117;51;101;17440
05118;596;1220;20260
05119;314;656;23820
05121;85;167;19740
05122;386;871;20580
03106;553;1330;21660
03107;542;1143;20820
03108;151;301;18560
03109;324;779;20160
03110;435;1069;23750
03111;518;1124;21900
03112;284;632;19740
03113;233;448;18200
03114;121;260;22100
03115;155;325;21030
03116;94;186;20270
03117;202;420;17630
03118;2723;5444;18880
03119;188;395;19070
03120;293;671;20510
03121;259;627;22330
03122;110;253;19850
03124;86;212;20130
03125;58;103;12850
03126;549;1167;21890
03127;261;493;21090
03128;1219;2734;20810
03129;150;319;19910
03130;130;246;18270
03131;240;565;19560
03132;249;505;19710
03133;241;520;20900
03134;79;160;22250
03135;162;354;17170
07344;188;514;23800
07345;392;929;20700
07346;1537;3381;20630
07347;269;592;19070
07348;473;934;19230
07349;2251;4508;18180
08001;192;423;24880
08003;739;1709;24000
08004;96;251;20700
08005;59;170;25210
08006;109;268;20430
08008;327;843;19830
08010;61;131;18500
08011;90;211;19300
08013;176;384;19090
08014;48;148;23380
08015;NULL;NULL;NULL
08016;80;201;17990
08017;48;106;19150
08018;NULL;NULL;NULL
08019;NULL;NULL;NULL
08020;NULL;NULL;NULL
08021;62;157;23790
08022;142;332;26730
08023;NULL;NULL;NULL
08024;460;1120;20970
08025;494;1034;18620
08026;123;294;19150
08027;42;105;22150
08028;389;900;20670
08029;NULL;NULL;NULL
08030;NULL;NULL;NULL
08031;NULL;NULL;NULL
08032;79;222;23280
08033;NULL;NULL;NULL
08034;160;358;19170
08035;NULL;NULL;NULL
08036;51;96;21420
08037;342;799;17680
08038;130;357;22240
08039;209;516;21870
08040;349;875;23000
08041;94;211;22680
08043;707;1565;21360
08044;54;150;17950
08045;119;262;19600
08046;67;162;25650
08047;43;105;21780
08048;163;401;24230
08049;49;109;16470
08052;NULL;NULL;NULL
08053;953;2205;21700
08055;176;384;20670
08056;NULL;NULL;NULL
08057;120;241;15620
08058;95;232;25060
08059;NULL;NULL;NULL
08060;103;299;23380
08061;NULL;NULL;NULL
08062;60;124;24350
08063;52;130;19490
08064;125;331;23100
08065;NULL;NULL;NULL
08066;NULL;NULL;NULL
08067;495;1078;18490
08069;63;128;18110
08070;144;372;20240
08071;55;120;22630
08073;NULL;NULL;NULL
08074;NULL;NULL;NULL
08075;72;148;21540
08076;425;924;21200
08077;NULL;NULL;NULL
08078;340;798;18230
08080;42;117;18870
08081;2130;4740;17070
08082;NULL;NULL;NULL
08083;151;363;19090
08084;93;262;22090
08085;89;233;19310
08086;NULL;NULL;NULL
08087;63;125;22210
08088;58;145;23390
08089;158;370;17540
08090;1244;2598;17840
08092;87;212;21790
08094;NULL;NULL;NULL
08095;70;169;23460
08096;287;736;25320
08097;201;436;20870
08098;NULL;NULL;NULL
08099;50;136;21490
08100;NULL;NULL;NULL
08101;71;165;23240
08102;NULL;NULL;NULL
08103;91;220;20560
08104;NULL;NULL;NULL
08105;22162;43700;16410
08106;NULL;NULL;NULL
08107;509;1173;18840
08109;64;122;19320
08110;76;163;19980
08111;282;787;24190
08113;205;456;18500
08115;236;532;21290
08116;475;1006;18220
08117;67;149;20590
08119;186;470;22120
08120;NULL;NULL;NULL
08121;54;134;21900
08122;367;864;22760
08123;NULL;NULL;NULL
08124;149;344;24780
08125;162;385;22810
08126;87;212;20470
08128;NULL;NULL;NULL
08130;NULL;NULL;NULL
08131;NULL;NULL;NULL
08132;74;186;22370
08133;205;534;19100
08134;NULL;NULL;NULL
08135;60;152;15430
08136;139;369;20950
08137;189;428;26980
08138;95;247;18970
08139;462;989;17160
08140;414;951;21720
08141;84;206;19710
08142;916;1954;19810
08143;NULL;NULL;NULL
08144;40;105;19890
04115;58;116;18530
04116;1683;3614;19410
04118;54;111;18610
04120;NULL;NULL;NULL
04121;296;593;20340
04122;233;487;23410
04123;486;1068;21230
04124;225;448;19440
04126;195;391;19510
04127;135;289;20930
04128;78;183;23330
04129;NULL;NULL;NULL
04130;82;174;20930
04132;64;119;20240
04133;106;197;18130
04134;252;506;18580
04135;300;591;18930
04136;162;334;22460
04137;NULL;NULL;NULL
04138;111;236;20400
04139;227;494;21310
04140;55;109;23680
04141;162;318;20160
04142;NULL;NULL;NULL
04143;2694;5666;22110
04144;157;270;16470
04145;645;1442;20550
04148;110;231;19110
04149;1268;2852;20790
04150;71;157;18130
04151;236;490;22340
04152;1602;3700;28140
04154;NULL;NULL;NULL
04155;95;151;17650
04156;114;217;20520
04157;338;616;21030
04158;202;364;17310
04159;NULL;NULL;NULL
04160;729;1482;20080
04161;166;350;19650
04162;107;215;18300
04163;243;459;18390
04164;NULL;NULL;NULL
04166;828;1493;19010
04167;139;269;22230
04169;NULL;NULL;NULL
04170;NULL;NULL;NULL
04171;NULL;NULL;NULL
04172;307;633;18960
04173;469;897;21500
04174;71;145;20130
04175;NULL;NULL;NULL
04176;54;98;24430
04177;NULL;NULL;NULL
04178;558;1044;19580
04179;NULL;NULL;NULL
04180;NULL;NULL;NULL
04181;NULL;NULL;NULL
04182;84;175;17040
04183;69;135;20260
04184;79;136;16870
04186;NULL;NULL;NULL
04187;NULL;NULL;NULL
04188;333;734;19280
04189;272;563;19810
04190;NULL;NULL;NULL
04191;NULL;NULL;NULL
04192;560;1188;22000
04193;102;205;17710
04194;50;93;17730
04195;316;635;21450
04197;1386;3106;21250
04199;83;165;21000
04200;273;654;24270
08429;221;518;22120
08430;NULL;NULL;NULL
08431;NULL;NULL;NULL
08432;NULL;NULL;NULL
08433;NULL;NULL;NULL
08434;NULL;NULL;NULL
08435;368;918;24320
08436;139;347;19600
08437;82;178;19250
08438;45;109;21890
08439;61;161;18870
08440;51;126;18060
08444;43;125;21030
08445;147;380;20920
08446;NULL;NULL;NULL
08448;471;1017;19900
08449;266;626;21160
08450;96;218;25710
08451;149;373;18700
08452;99;237;22860
08453;NULL;NULL;NULL
08454;NULL;NULL;NULL
08455;NULL;NULL;NULL
08456;88;228;23150
08457;468;1060;23950
08458;78;177;17760
08459;60;134;20150
08460;63;147;19950
08461;97;194;18090
08462;55;138;22000
08463;NULL;NULL;NULL
08464;NULL;NULL;NULL
08465;NULL;NULL;NULL
08466;NULL;NULL;NULL
08467;48;107;22040
08468;83;179;18930
08469;206;496;19180
08470;NULL;NULL;NULL
08471;NULL;NULL;NULL
08472;123;318;20530
08473;125;313;21600
08476;168;419;21460
08477;NULL;NULL;NULL
08478;93;230;21280
08479;79;214;19870
08480;1528;3394;20860
08481;103;258;23410
08482;43;104;21590
08483;206;530;22600
08484;NULL;NULL;NULL
08485;79;206;21800
08486;655;1431;16450
08487;826;1823;21490
08488;1135;2616;19030
08489;100;223;16940
08490;2015;3844;18990
08491;1564;3542;18850
08492;123;316;22780
08494;200;438;22210
08496;49;115;21770
08497;558;1221;22950
08498;157;382;30300
08499;111;270;15710
08500;NULL;NULL;NULL
08501;NULL;NULL;NULL
08502;NULL;NULL;NULL
08503;59;116;19970
09001;NULL;NULL;NULL
09002;280;647;20450
09003;199;400;18490
09004;58;116;21960
09005;75;122;13760
09006;NULL;NULL;NULL
09007;NULL;NULL;NULL
09008;67;107;15450
09009;95;218;12680
09011;NULL;NULL;NULL
09012;NULL;NULL;NULL
09013;NULL;NULL;NULL
09014;94;183;17140
09015;324;707;21600
09016;94;214;19810
09017;55;99;19630
09018;NULL;NULL;NULL
09019;249;560;19370
09020;NULL;NULL;NULL
09021;52;128;20580
09022;88;200;22340
09023;56;115;15300
09024;98;208;20570
09025;NULL;NULL;NULL
09026;77;145;17540
07119;95;180;15430
07120;NULL;NULL;NULL
07121;96;176;17420
07122;696;1627;21200
07123;74;163;19390
07124;NULL;NULL;NULL
07126;496;1056;19690
07127;486;949;16660
07128;168;322;19500
07129;1067;2008;18070
07130;83;155;20400
07131;190;399;20130
07132;690;1376;16100
07133;96;263;17580
07134;461;912;19870
07136;NULL;NULL;NULL
07137;NULL;NULL;NULL
07138;920;2106;21210
07139;64;95;15380
07140;325;827;22060
07141;93;210;19270
07142;135;267;20780
07143;340;810;23080
07144;NULL;NULL;NULL
07145;479;1048;22250
07146;267;579;23280
07147;116;206;12360
07148;81;146;15500
07149;90;159;19120
07150;266;529;22310
07151;116;268;15960
07152;516;1207;21590
07153;121;196;17960
07154;63;113;16100
07155;548;1214;23060
07156;426;882;18130
07157;592;1327;20860
07158;58;99;18610
07159;272;628;21790
07160;NULL;NULL;NULL
07161;304;622;18790
07162;247;536;20920
07163;NULL;NULL;NULL
07165;249;532;18230
07166;113;233;16330
07167;427;912;20520
07168;245;510;20550
07169;151;392;21610
07170;132;282;17870
07171;226;443;19700
07172;937;2383;24060
07173;NULL;NULL;NULL
07174;226;494;21880
07175;NULL;NULL;NULL
07176;71;142;16550
07177;323;899;20880
07178;241;493;16800
07179;59;135;24130
07181;1193;2578;18050
07182;490;1129;21040
07183;227;477;20270
07184;199;429;20140
07185;284;648;20400
07186;4015;7562;19110
07187;69;121;18030
07188;715;1754;20860
07189;141;281;18840
07190;100;204;21810
07191;934;2190;23230
07192;127;237;16790
07193;84;179;19710
07194;192;445;21910
07195;NULL;NULL;NULL
07196;104;222;16520
